id;link;disciplines;keywords;title;description;type;language;difficulty;format;duration;public;min_age;max_age;resource_image
1440;https://www.merlot.org/merlot/viewMaterial.htm?id=839931;Social Sciences/Sociology/Inequalities;income inequality,robert,income,tangible,social class,similar,stratification;inequality.is;An interactive graphic that describes the extent of income inequality in the U.S., how it got so unequal, and offers tangible suggestions about what ordinary people can do to diminish it. It also allows users to estimate the amount of actual income inequality and place their own earnings in the context of demographically similar populations. Animated videos narrated by former Secretary of Labor, Robert Reich, describe why... Show More;Presentation;English;Medio Alta;Website;0-30;['High School', 'College General Ed', 'College Lower Division', 'College Upper Division'];14;24;
1441;https://www.merlot.org/merlot/viewMaterial.htm?id=843603;Mathematics and Statistics/Mathematics;online,trigonometry,formula,reference,mathematics,math,trig;Trig Cheat Sheet;Free online mobile-friendly Trigonometry end-page notes and formulas.;Reference Material;English;Media;Website;0-30;['High School', 'College General Ed', 'College Lower Division'];14;22;
1442;https://www.merlot.org/merlot/viewMaterial.htm?id=874435;Academic Support Services/Faculty Development/Selecting and Using Tools;voicethread,snapshots,dynamic,ipad,touch;VoiceThread App for iOS;Create and share dynamic conversations around documents, snapshots, diagrams and videos -- basically anything there is to talk about. You can talk, type, and draw right on the screen. VoiceThread takes your conversations to the next level, capturing your presence, not just your comments. Anyone can join the discussion from their iPhone, iPad, iPod touch, Mac or PC -- anytime, anywhere. Stunningly simple and accessible, VoiceThread is already... Show More;Development Tool;English;Medio bassa;Website;0-30;['Middle School', 'High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];11;100;
1443;https://www.merlot.org/merlot/viewMaterial.htm?id=837408;Science and Technology/Information Technology/IT Infrastructure/Computer Information Systems;logic,undergraduates,book,computers,gadgets;Digital Systems Design;Digital technology has become so widespread that it encompasses nearly all aspects of our everyday lives and we can see its use in handheld gadgets, computers, robotics etc. This free book provides readers with a fundamental understanding of digital system concepts such as logic gates for combinatorial logic circuit design and higher level logic elements such as counters and multiplexers. Undergraduates taking a course in computer science,... Show More;Open (Access) Textbook;English;Medio bassa;Website;120;['College General Ed', 'College Lower Division'];18;22;
1444;https://www.merlot.org/merlot/viewMaterial.htm?id=876171;Academic Support Services/K-20 Initiatives;mathematics,interested,importance,csu,state;California State University - Mathematics Education Community Portal;The Mathematics Education Community in the CSU is a community of members-CSU faculty, K-12 Mathematics Teachers throughout California, K-12 Administrators, interested Legislators and of particular importance Preservice through Induction year mathematics teachers including undergraduate and credential students and those in their first three years of teaching mathematics.... Show More;Collection;English;Media;Website;120;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];18;100;
1445;https://www.merlot.org/merlot/viewMaterial.htm?id=897984;Academic Support Services/Library and Information Services/Intellectual Property and Plagiarism;module;Principles of Paraphrasing;This is a presentation that includes three modules: Module 1: Defining Correct Paraphrasing Module 2: Rules for Quoting, Summarizing, and Paraphrasing Module 3: Tips and Strategies for Successful Paraphrasing It lasts about 45 minutes in total. It also includes a worksheet so you can test your knowledge at the end.... Show More;Presentation;English;Medio bassa;Video;30-60;['High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];14;100;
1446;https://www.merlot.org/merlot/viewMaterial.htm?id=859849;Business/Marketing/Sales;lesson,body,carry;Nonverbal Messages;This lesson received an honorable mention in the 2012 SoftChalk Lesson Challenge. This week well be looking at body language -- the way our nonverbal behaviors carry messages. Youll discover why the term body language is a bit of a misnomer and recognize the complexity that makes reading someone like a book impossible to do. As youve discovered by now, anytime you are in the presence of another person you are potentially... Show More;Presentation;English;Medio bassa;Website;60-90;['College General Ed', 'College Lower Division'];18;22;
1447;https://www.merlot.org/merlot/viewMaterial.htm?id=878329;Academic Support Services/Library and Information Services;plagiarism,students;Plagiarism workbook;A plagiarism workbook that is ideal for introducing and working through the concept of plagiarism with college and university students. This book takes a different approach to discussing plagiarism, requiring students to think about the topic rather than simply learn about referencing and academic sanctions.;Tutorial;English;Medio bassa;PDF;60-90;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School'];18;28;
1448;https://www.merlot.org/merlot/viewMaterial.htm?id=902683;Business/Marketing;LinkedIn,social media,networking,social networking;Social Media for Professional Networking;An assignment to help students develop their LinkedIn profile for professional networking purposes.;Assignment;English;Media;Website;30-60;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];18;100;
1449;https://www.merlot.org/merlot/viewMaterial.htm?id=913227;Social Sciences/Psychology;cognitive,developmental,students,general psychology,perspectives,psychologists,social,psychology;Simply Psychology;SimplyPsychology is a collection of psychology articles, videos, and demonstrations geared toward helping undergraduate psychology students gain a basic understanding of the field.;Collection;English;Medio Alta;Website;120;['College General Ed', 'College Lower Division'];18;22;
1450;https://www.merlot.org/merlot/viewMaterial.htm?id=929655;Academic Support Services/Faculty Development;screen sharing,lists,file sharing,free,webinar;The 15 Best Webinar Software Products From Around The Web;This sites lists information about 15 websites that can be used to hold a webinars including Google Hangout, Skype, Cisco WebEx, etc. Free versions or free trials are available for some.;Collection;English;Medio bassa;Website;0-30;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];18;100;
1451;https://www.merlot.org/merlot/viewMaterial.htm?id=906213;Education/TeacherEd/Teaching Methods/Mathematics;mission,tables,complications,equipment;EXERCISING IN SPACE;Students will identify a direct variation, solve linear equations, and create tables based on the exercise equipment provided for astronauts on long duration missions on the International Space Station (ISS) in order to maintain their fitness to perform mission objectives and to return to Earth without serious health complications. Students will... Show More;Assignment;English;Medio Alta;Website;0-30;['High School', 'College General Ed'];14;20;
1452;https://www.merlot.org/merlot/viewMaterial.htm?id=91160;Science and Technology/Biology/Microbiology;program,evolve,diseases,Avian Influenza,mutations,Disease,developed,visual;Supramaps Tracks Diseases as They Evolve;This link from the American Museum of Natural History has a great 2-minute YouTube video program showing how pathogens mutate and spread infection. Tracking mutations helps scientists determine how and when diseases evolve. Supramap, a recently developed Web application, visualizes the global movement of epidemics. The maps it generates provide a visual record of the evolution and spread of deadly diseases around the world. The... Show More;Tutorial;English;Media;;0-30;['High School', 'College General Ed', 'College Lower Division'];14;22;
1453;https://www.merlot.org/merlot/viewMaterial.htm?id=1150911;Academic Support Services/ICT (Information and Communication Technology) Literacy/Media and Visual Literacies;visual,copyright,libraries,self,visual literacy,academic libraries,digital literacy,intellectual property,ICT literacy;Critical Digital Literacy Tutorial;This three-part online self-paced tutorial addresses intellectual property, visual literacy and using or creating with digital applications;Tutorial;English;Medio bassa;Website;60-90;['College General Ed', 'College Lower Division', 'Professional'];18;100;
1454;https://www.merlot.org/merlot/viewMaterial.htm?id=1196778;Business/Management;business topics,organizations,skills,group,stem education,customer,resources,offers,leadership,workforce development,employee,provides,coordinating,computers,management,advanced technological education,development,technician training;What is the Free Management Library;"The Library provides easy-to-access, comprehensive resources regarding the leadership and management of yourself, other individuals, groups and organizations. Content is relevant to the vast majority of people, whether they are in large or small for-profit or nonprofit organizations. This site offers overviews of common business topics and provides reading and book suggestions for further management resources. Topics include: Advertising & Promotion; Benefits & Compensation; Boards of Directors; Business Planning; Capacity Building; Career Development; Chief Executive Role; Communications (Interpersonal and Writing); Computers, Internet & Web; Consultants; Coordinating; Creativity and Innovation; Crisis Management; Customer Satisfaction; Customer Service; E-Commerce; Employee Performance; Employee Wellness; Ethics & Social Responsibility; Evaluations; Facilitation; Facilities Management; Finances; Fundraising; Group Performance; Group Skills; Growing Organizations; Guiding Skills; Human Resources Management; Insurance (Business); Interpersonal Skills; Interviewing; Leadership (Intro); Leadership Development; Legal Information; Management; Marketing; Operations Management;...";Collection;English;Medio bassa;Website;0-30;['Grade School', 'Middle School', 'High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];6;100;
1455;https://www.merlot.org/merlot/viewMaterial.htm?id=1116469;Social Sciences/Criminal Justice;travel,linked,border,Northern Border Strategy,Homeland Security,U.S. National Security,U.S.-Canada Border;Northern Border Strategy (June 2012);The U.S.-Canada border is the longest common border in the world, and it joins two nations that enjoy one of the worldâs strongest relationships. With communities and businesses that reach both sides of the border, the economies and security of the United States and Canada are inextricably linked. DHS is focused on securing the U.S. northern border while expediting the flow of lawful travel, trade, and immigration. Cross-border... Show More;Reference Material;English;Media;Website;30-60;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];18;100;
1456;https://www.merlot.org/merlot/viewMaterial.htm?id=1174990;Science and Technology;Ruby,python,JavaScript,programming languages,TypeScript,Python,Java;Python Tutor;Using this tool, you can write Python, Java, JavaScript, TypeScript, Ruby, C, and C++ programs in your Web browser and visualize what the computer is doing step-by-step as it executes those programs.;Simulation;English;Media;Javascript;0-30;['High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];14;100;
1457;https://www.merlot.org/merlot/viewMaterial.htm?id=1132862;Science and Technology;models,data mining,classification,regression,methods,support,cross,machine learning;Statistical Learning;"This is an introductory-level course in supervised learning, with a focus on regression and classification methods. The syllabus includes: linear and polynomial regression, logistic regression and linear discriminant analysis; cross-validation and the bootstrap, model selection and regularization methods (ridge and lasso); nonlinear models, splines and generalized additive models; tree-based methods, random forests and boosting; support-vector... Show More";Online Course Module;English;Media;Website;30-60;['High School', 'College General Ed', 'Graduate School', 'Professional'];14;100;
1458;https://www.merlot.org/merlot/viewMaterial.htm?id=1149882;Science and Technology/Computer Science/Networking and Communication;Go Back N,Selective Repeat;Selective Repeat / Go Back N;Simulator on Selective Repeat / Go Back N;Simulation;English;Bassa;Website;0-30;['College General Ed'];18;20;
1459;https://www.merlot.org/merlot/viewMaterial.htm?id=1147095;Education/TeacherEd;storyline,tutorials,instructional design,learning,authorware,adaptive learning,design,articulate;eLearning Heroes;Created by Articulate (the company that makes Storyline), E-Learning Heroes is a site full of resources on creating learning objects using authoring tools and instructional design principles.;Tutorial;English;Media;Website;120;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];18;100;
1460;https://www.merlot.org/merlot/viewMaterial.htm?id=1125576;Business/Marketing;atar model,product,new products,sales forecast,website,marketing,atar forecast,atar;Guide to ATAR New Product Forecasting;This is a website designed to assist marketing students develop and use a new product sales and profit forecast using the ATAR model. The website includes how-to videos, as well as a free Excel ATAR template for download.;Reference Material;English;Medio Alta;Website;0-30;['College General Ed'];18;20;
1461;https://www.merlot.org/merlot/viewMaterial.htm?id=1183756;Business/Accounting;accounting,meyers,cuddy;TED Talks That Will Inspire CPAs;"Reproduced in the Journal of Accountancy online, this article by Cheryl Meyers appears in the AICPAs CPA Insider. It provides a synopsis of five TED talks of particular interest to prospective and current accounting professionals. The titles of the talks are: 1) Your Body Language Shapes Who You Are by Amy Cuddy (21:02 min.); 2) ... Show More";Presentation;English;Media;Video;90-120;['College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];20;100;
1462;https://www.merlot.org/merlot/viewMaterial.htm?id=1172467;Science and Technology/Computer Science/Algorithms and Complexity;topics include,low,software,Computer Science,science,data;Intensive Introduction to Computer Science;"This free online computer science course is an introduction to the intellectual enterprises of computer science. Topics include algorithms (their design, implementation, and analysis); software development (abstraction, encapsulation, data structures, debugging, and testing); architecture of computers (low-level data representation and instruction processing); computer systems (programming languages, compilers, operating systems, and databases);... Show More";Online Course;English;Medio bassa;Video;120;['College General Ed'];18;20;
1463;https://www.merlot.org/merlot/viewMaterial.htm?id=1173314;Science and Technology/Computer Science/Software Development;whilst,Git,Version Control;Git Tutorial - Try Git;This tutorial gives an introduction to Git, whilst allowing the participant to practice its commands.;Tutorial;English;Media;Website;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
1464;https://www.merlot.org/merlot/viewMaterial.htm?id=1183708;Education/TeacherEd/Teaching Methods;designer,learning,online;The ABCs of Instructional Design;Applying learning theories to design course content, instructional strategies, and assessment tasks. Designing an inviting and easy to navigate online environment using designer tools in your current learning management system. The course applies two instructional design models: the ADDIE Model and the Understanding By Design (UBD) Model. ... Show More;Online Course;English;Medio bassa;Website;60-90;['College General Ed', 'Graduate School', 'Professional'];18;100;
1465;https://www.merlot.org/merlot/viewMaterial.htm?id=1181568;Education;syllabus,accessibility,instructors,students;Tulanes Accessible Syllabus Site;From the site: This website is dedicated to helping instructors build a syllabus that plans for diverse student abilities and promotes an atmosphere in which students feel comfortable discussing their unique abilities. Countless instructors complain that students donât read the syllabus. We believe students would use the document more effectively if it were designed more accessibly.... Show More;Reference Material;English;Medio Alta;Website;0-30;['College General Ed', 'Graduate School', 'Professional'];18;100;
1466;https://www.merlot.org/merlot/viewMaterial.htm?id=1195026;Mathematics and Statistics/Statistics and Probability;technician training,assistant,test,stem education,service,scott,random,lestik,workforce development,advanced technological education,psychology;Research Randomizer;Created by authors Mike Lestik, Scott Plous and Geoffrey Urbaniak of the Social Psychology Network, this Research Randomizer is a free service offered to assist researchers and students who want an easy way to perform random sampling or assign participants to experimental conditions. Since its creation in 1997, this resource has been used 7.5 million times for a various amount of different tests. The authors offer a simple survey to fill in to begin the exam. This is a great resource for those interested in statistical testing or simply need assistant performing a specific test.;Reference Material;English;Media;Website;0-30;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];18;100;
1467;https://www.merlot.org/merlot/viewMaterial.htm?id=1173128;Science and Technology/Computer Science/Algorithms and Complexity;data structure,visualization,algorithm;Algorithm Visualization;Visualization of common data structures and algorithms.;Animation;English;Medio bassa;Website;120;['College Lower Division', 'College Upper Division'];20;24;
1468;https://www.merlot.org/merlot/viewMaterial.htm?id=1187530;Science and Technology/Health Sciences;clinical,creative,boxes describing,clinical;Creative Clinical Teaching In The Health Professions;This peer reviewed e-book is a must-read for nurses and other health professionals who strive to teach with creativity and excellence in clinical settings. Each chapter presents current evidence informed educational practice knowledge. Each topic is also presented with text boxes describing âCreative Strategiesâ that clinical teachers from across Canada have successfully implemented. For those who are interested in background knowledge,... Show More;Open (Access) Textbook;English;Media;Website;30-60;['College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];20;100;
1469;https://www.merlot.org/merlot/viewMaterial.htm?id=1213723;Mathematics and Statistics/Mathematics;research,mathematical,stem education,workforce development,interpret,advanced technological education,technician training;Examining How Mathematics is Used in the Workplace;"Abstracts of studies on how much mathematics is used in various occupations: Mathematics in Automobile Production; Proportional Reasoning by Nurses; Modeling the Mathematics of Banking; Mathematical Models as Seen by Biologists; How do Scientists Interpret Graphs? From the MAAs Teaching and Learning Research Sampler.";Reference Material;English;Media;Website;0-30;['Grade School', 'Middle School', 'High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];6;100;
1470;https://www.merlot.org/merlot/viewMaterial.htm?id=78799;Science and Technology/Health Sciences;illustration,needs,medical,education;Medical Animations;Examples of Medical Illustration created by Eric Olson Illustration and Design. They range in style from Patient Education/Lifestyle to Medical Device to Anatomical Illustration and Cellular Illustration. Most artwork was customized for the clientâs specific needs taking into consideration viewable size, audience, (Medical Community versus Patient) and color needs. All files were created digitally using 2D Adobe CS or 3D Cinema 4D.... Show More;Animation;English;Media;Website;0-30;['High School', 'College General Ed', 'Graduate School'];14;28;
1471;https://www.merlot.org/merlot/viewMaterial.htm?id=1264735;Academic Support Services/Library and Information Services;library skills,information literacy,research skills;Information Literacy;A series of information literacy modules from the University of Idaho.;Tutorial;English;Medio bassa;Website;30-60;['College General Ed', 'College Lower Division'];18;22;
1472;https://www.merlot.org/merlot/viewMaterial.htm?id=1279234;Science and Technology/Health Sciences/Nursing Education;EKG/ECG;EKG Strip Simulator;EKG strip simulator resources.;Simulation;English;Bassa;Other;0-30;['College General Ed', 'College Upper Division', 'Professional'];18;100;
1473;https://www.merlot.org/merlot/viewMaterial.htm?id=1225561;Science and Technology/Engineering/Computer Engineering;programming,HW components,electrical,sensors,Arduino,focuses;Electronics & CS Engineering with Arduino;Arduino is an open-source prototyping platform that facilitates the process of developing electrical systems and program them the objective of this course is to learn the basics of electrical and Computer Science Engineering via prototyping, get familiar with the Arduino board and learn how to interface and programmatically control the different electrical components connected to it. The course focuses mainly on the... Show More;Presentation;English;Media;Presentation;120;['Middle School', 'High School', 'College General Ed', 'Graduate School', 'Professional'];11;100;
1474;https://www.merlot.org/merlot/viewMaterial.htm?id=1250377;Social Sciences/Political Science;students,powerful,Syria,immigration crisis,refugee,immigration,videos;Life on hold: The struggle of Syrian Refugees in Lebanon;This website features a series of videos and personal accounts of Syrian refugees in Lebanon. The stories are well written and include powerful videos, images and other learning tools to help students understand the plight of Syrian refugees.;Case Study;Arabic;Media;;60-90;['High School', 'College General Ed'];14;20;
1475;https://www.merlot.org/merlot/viewMaterial.htm?id=1264739;Academic Support Services/Library and Information Services;library skills,information literacy,information,research skills;Research Skills Tutorial;This is a self-paced, non-credit course that covers research skills, critical thinking, media and internet literacy, and understanding the complexities of the modern information environment (including libraries.);Tutorial;English;Medio bassa;Website;120;['College General Ed', 'College Lower Division'];18;22;
1476;https://www.merlot.org/merlot/viewMaterial.htm?id=396533;Humanities;big 5 personality,personality,personality test,big five,BIG,OCEAN,test,conscientiousness,big five personality test,personality assessment,Big 5;The Big Five Personality Test;This personality test is a great tool for introducing the concept of personality. The site has a brief questionnaire that users can take to assess their personality based on the Big Five factors of openness, conscientiousness, extroversion, agreeableness, and neuroticism. After submitting this test, users see the results of their test and are taught about the different factors of personality... Show More;Quiz/Test;English;Medio bassa;Website;0-30;['High School', 'College General Ed', 'College Lower Division'];14;22;
1477;https://www.merlot.org/merlot/viewMaterial.htm?id=1275794;Education;research,random acts of kindness,lessons,stories,ideas,kindness,RAK,k-12 lesson plans,articles,Social Emotional skills,teach,SEL,pay if forward,features;Kindness in the classroom;Download FREE K-12 lesson plans, lead a kindness project or form a kindness club. This curriculum features developmentally appropriate, standards-aligned lessons that teach kids important Social Emotional (SEL) skills. Teach kindness it could change the world. Includes Canadian lesson plans.;Development Tool;English;Medio bassa;Website;30-60;['Grade School', 'Middle School', 'High School'];6;18;
1478;https://www.merlot.org/merlot/viewMaterial.htm?id=1247833;Academic Support Services/Library and Information Services/Citations and Style Guides;reference sources,students,tool,MLA 8 citations,mla,research papers;MLA 8 Citation anatomy activity;This assessment tool shows if a student understands how to cite sources for a research paper using the new MLA 8 edition (2016). A drag n drop exercise to teach students how to identify parts of a work that are needed in an MLA citation.;Assessment Tool;English;Medio bassa;Executable Program;30-60;['College General Ed', 'College Lower Division', 'College Upper Division'];18;24;
1479;https://www.merlot.org/merlot/viewMaterial.htm?id=1252637;Business;big data,similar,Big data;Explaining Big Data;This 8:32 minute video by Christopher Barnatt explains big data characteristic, big data technologies, and opportunities for its use. The mirror site url links to an article that provides similar content. The video is available on YouTube and ExplainingComputers.com.;Presentation;English;Media;Video;0-30;['High School', 'College Lower Division', 'College Upper Division', 'Graduate School'];14;28;
1480;https://www.merlot.org/merlot/viewMaterial.htm?id=1255794;Social Sciences/Psychology/Learning and Memory;research,profile,online learning,tool;eLearnReady;eLearnReady is an assessment tool designed to understand students readiness level for participating in online courses. This tool provides an excellent, research-based assessment tool that may be used individually by students, as well as assessed on a class profile basis by faculty.;Assessment Tool;English;Media;Website;30-60;['College Upper Division'];22;24;
1481;https://www.merlot.org/merlot/viewMaterial.htm?id=1256565;Academic Support Services/ICT (Information and Communication Technology) Literacy;information,information literacy,research skills,academic libraries,literacy,ICT literacy;Information Literacy;Maintained by the Association of College and Research Libraries Student Learning & Information Literacy Committee, these resources will help one advocate for, develop, and apply information literacy programming, to enhance teaching, learning, and research in the higher education community.;Collection;English;Medio bassa;Website;60-90;['College General Ed', 'Professional'];18;100;
1482;https://www.merlot.org/merlot/viewMaterial.htm?id=1329261;Social Sciences/Psychology/Statistics and Research Methods;Effect size,Confidence intervals,R,Bayesian inference,includes,visualizations,Visualization,Power,Significance testing;R Psychologist;Kristoffer Magnussons blog includes visualization of r and r squared, Power, and Cohens d. These visualizations allow one to manipulate and see relationships among relevant factors.;Simulation;English;Media;Website;120;['College Upper Division', 'Graduate School'];22;28;
1483;https://www.merlot.org/merlot/viewMaterial.htm?id=1227984;Science and Technology/Information Technology/Application Development/Mobile App Development;Android,programming,App Inventor;Learning to Build Apps with App Inventor;Learn how to create Android applications using App Inventor, and learn about some basic programming concepts along the way.;Online Course;English;Media;Website;120;['Grade School', 'Middle School', 'High School', 'College General Ed', 'College Lower Division', 'College Upper Division'];6;24;
1484;https://www.merlot.org/merlot/viewMaterial.htm?id=1243818;Academic Support Services/Content Repositories;Science and Technology Studies,Public Affairs/Public Policy/Public Administration,Political Science,Digital Commons Network: Social and Behavioral Sciences Commons,Social Work,Social Statistics,Open Humanities and Social Sciences,commons,Media & Communication Studies,articles,Open Access Publishing,Psychology,Agriculture and Resource Economics,Anthropology,Sociology,Organizational Development;Digital Commons Network: [Open Access] Social and Behavioral Sciences Commons;The Digital Commons Network: Social and Behavioral Sciences Commons contains and categorizes 317,000+ full-text, open access journal articles pertaining to Social and Behavioral Sciences.;Collection;English;Medio bassa;Website;0-30;['High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];14;100;
1485;https://www.merlot.org/merlot/viewMaterial.htm?id=1294437;Science and Technology/Biology/Genetics;genetic,genetics,Mendelian,monohybrid,Punnet square;Punnett Squares;The purpose of this investigation is to explore how Punnett squares are used to predict the outcomes of monohybrid genetic crosses.;Drill and Practice;English;Media;Flash;0-30;['Middle School', 'High School', 'College General Ed'];11;20;
1486;https://www.merlot.org/merlot/viewMaterial.htm?id=1269104;Academic Support Services/Career Counseling and Services;vocational guidance,career development,career planning,counselors,ICT literacy;California Career Resource Network;This program, by the California Department of Education, provides career development information and resources to support development of the critical career self-management skills necessary for success in todays world of work.;Collection;English;Media;Website;120;['Middle School', 'High School', 'College General Ed', 'College Lower Division', 'Professional'];11;100;
1487;https://www.merlot.org/merlot/viewMaterial.htm?id=1275483;Workforce Development/Technical Allied Health/Health Informatics;wood,clinician,johnson,open,educational,neurology,Health and Welfare,include;Open Osmosis: Health Open Educational Resources (OER);Open Osmosis (2015) is an initiative committed to developing and disseminating health education resources with the ultimate aim of making healthcare more accessible. With support from the Robert Wood Johnson Foundation, we have curated thousands of open educational resources (OER), including images, videos, and practice questions within a dozen clinician domains. These include anesthesiology, emergency medicine, neurology, dermatology,... Show More;Learning Object Repository;English;Media;Website;120;['Professional'];28;100;
1488;https://www.merlot.org/merlot/viewMaterial.htm?id=1245308;Science and Technology/Biology/Microbiology;rigor,Open Health Sciences,health,Nursing,OpenStax Microbiology,OPenStax College Microbiology,Technical Allied Health,presents,Microbiology,microbiology,Open Textbooks,Open Education;Microbiology: OpenStax [College];OpenStax Microbiology is designed to cover the scope and sequence requirements for the single-semester Microbiology course for non-majors and allied health students. The book presents core concepts of microbiology with a focus on applications for careers in allied health. The pedagogical features of Microbiology make the material interesting and accessible for students while maintaining the career-application focus and scientific rigor inherent... Show More;Open (Access) Textbook;English;Media;Website;120;['College General Ed', 'College Lower Division'];18;22;
1489;https://www.merlot.org/merlot/viewMaterial.htm?id=1294463;Academic Support Services/ICT (Information and Communication Technology) Literacy/Lesson Plans and Curriculum Guides;Internet,practical,information,fact,date,information literacy,digital literacy,critical thinking,ICT literacy;Web Literacy for Student Fact-Checkers;This is an unabashedly practical guide for the student fact-checker. It supplements generic information literacy with the specific web-based techniques that can get you closer to the truth on the web more quickly. We will show you how to use date filters to find the source of viral content, how to assess the reputation of a scientific journal in less than five seconds, and how to see if a tweet is really from the famous person you think it is or... Show More;Open (Access) Textbook;English;Medio bassa;Website;0-30;['High School', 'College General Ed', 'Professional'];14;100;
1490;https://www.merlot.org/merlot/viewMaterial.htm?id=1365505;Science and Technology/Biology/Microbiology;yogurt,gram stain,bacteria;Virtual Labs: Gram Staining;This resource is a narrated animation on how gram staining of bacteria is done.;Animation;English;Media;Video;0-30;['High School'];14;18;
1491;https://www.merlot.org/merlot/viewMaterial.htm?id=417169995;Business/Management/Org Behavior and Development;friends;Leadership Orientation Self-Assessment;You, your students, friends, relatives and anyone else can fill out the instrument online and get immediate feedback on frame preferences.;Quiz/Test;English;Media;Website;0-30;['College Lower Division', 'College Upper Division'];20;24;
1492;https://www.merlot.org/merlot/viewMaterial.htm?id=771655851;Science and Technology/Computer Science;code,simple,Software Engineering,Design Patterns;Design Patterns and Refactoring;Design Patterns and Refactoring articles and guides. Design Patterns video tutorials for newbies. Simple descriptions and full source code examples in Java, C++, C#, PHP and Delphi.;Reference Material;English;Media;Website;120;['College Upper Division', 'Graduate School', 'Professional'];22;100;
1493;https://www.merlot.org/merlot/viewMaterial.htm?id=79709;Science and Technology/Biology/Microbiology;chapters,bacterial,microbiology,microorganisms;Medical Microbiology;Medical Microbiology begins with a review of the immune system, focusing on the bodys response to invading microorganisms. Bacteria are then covered, first with a series of chapters presenting the general concepts of bacterial microbiology and then with chapters detailing the major bacterial pathogens of humans. Similar sections cover virology, mycology, and parasitology. In each section, the introductory chapters stress the mechanisms of... Show More;Open (Access) Textbook;English;Medio bassa;Website;90-120;['College General Ed', 'Graduate School', 'Professional'];18;100;
1494;https://www.merlot.org/merlot/viewMaterial.htm?id=930917;Social Sciences/Psychology/Developmental/Childhood and Adolescence;life,adolescence,emerging adulthood,university,adults,new theories,lifespan development;Dr. Jeffrey Arnett on Emerging Adulthood as a New Life Stage;Published on Oct 2, 2013 Jeffrey Jensen Arnett, Ph.D., research professor of psychology and director of the Clark University Poll of Parents of Emerging Adults, elaborates on his research into Emerging Adults (ages 18 to 29) and the issues that impact them. clarku.edu/clarkpoll;Presentation;English;Medio bassa;Website;0-30;['College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];18;100;
1495;https://www.merlot.org/merlot/viewMaterial.htm?id=288405;Academic Support Services/Diversity, Equity, Inclusiveness;diversity,genetics,race,eugenics;Science and Race: Concept and Category;What is race? Does everyone think about race in the same way? How did the concept of race evolve?;Tutorial;English;Media;Website;0-30;['High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School'];14;28;
1496;https://www.merlot.org/merlot/viewMaterial.htm?id=824182;Education/Digital Citizenship/Internet Dangers/Online Bullying;intervention,Social Aggression,Bullying,video,cyber bullying,prevention;Bullying & Social Aggression;Bullying & Social Aggression is designed to guide the learner through a step-by-step process in the detection and prevention of bullying and social aggression. A narrative, along with videos, examples and charts are included. The video presentations are the focus which provide an overview of bullying & social aggression, the effects and prevention of bullying & social aggression along with tips for the prevention and... Show More;Presentation;English;Media;Website;0-30;['Grade School', 'Middle School', 'High School', 'College General Ed', 'College Lower Division', 'College Upper Division', 'Graduate School', 'Professional'];6;100;
1497;https://www.merlot.org/merlot/viewMaterial.htm?id=639096;Academic Support Services/Diversity, Equity, Inclusiveness;Language, Diversity, and Learning: Lessons for Education in the 21st Century;Language, Diversity, and Learning: Lessons for Education in the 21st Century;Article by Sonia Nieto on language, identity and education in the 21st century.;Open (Access) Journal-Article;English;Media;Website;0-30;['College General Ed'];18;20;
1498;https://www.merlot.org/merlot/viewMaterial.htm?id=731180;Social Sciences/Psychology/Developmental/Prenatal, Infancy, and Toddlerhood;video,minute;An Experiment by Joseph Campos: The Visual Cliff;A brief 2 minute + video clip from YouTube documenting one of the many, well-known visual cliff experiments with several infants and mothers.;Presentation;English;Medio bassa;Website;0-30;['College General Ed', 'College Lower Division'];18;22;
